id,region,filiere,ktype,sau,umo,ugb,nb_vl,surface_sfp,surface_herbe_pp,surface_herbe_pt,surface_culture
4072,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",167.1,0.0,37.2,0,57.9,17.4,40.5,3.3
4073,Normandie,Bovins viande,Broutards mâles et génisses de boucherie,130.6,0.0,138.2,1,41.1,28.5,12.6,0.0
4074,Bretagne,Bovins lait,Système à double vitesse,132.4,1.2,171.5,93,71.5,0.0,49.0,30.4
4075,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",67.6,0.0,93.7,0,50.9,4.4,46.5,16.7
4076,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",93.0,0.0,110.2,1,30.5,3.4,27.1,29.1
4077,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,243.6,0.2,135.8,0,6.1,0.7,0.0,164.1
4078,Pays de la Loire,Caprins,"MB de saison, 33% LL, ensilage de maïs",50.6,0.0,71.3,0,9.8,2.1,7.7,40.9
4079,Normandie,Ovins viande,Agnelage x2 - agneaux lourds bergerie,86.4,0.0,83.2,1,16.8,0.0,16.8,69.6
4080,Pays de la Loire,Caprins,"MB saison, pâturage et affouragement",90.3,0.0,54.8,1,43.3,25.0,18.3,0.0
4081,Bretagne,Grandes cultures,"Race charolaise, 200 places",157.8,1.0,127.0,0,17.8,0.0,0.7,140.0
4082,Normandie,Grandes cultures,"Race charolaise, 200 places",117.8,0.0,124.4,0,5.8,0.1,0.2,112.1
4083,Normandie,Ovins lait,"Début de traite au 01/12, enrubannage",71.9,0.0,60.2,0,53.3,10.0,43.3,18.0
4084,Bretagne,Autre,Engraisseur avec diversification canne,10.4,0.0,19.6,1,3.0,0.0,3.0,0.0
4085,Pays de la Loire,Autre,Engraisseur avec diversification canne,8.2,0.9,12.9,1,2.7,0.0,2.7,0.9
4086,Pays de la Loire,Caprins,Mises bas désaisonnées,25.6,0.0,73.8,0,9.4,3.5,6.0,16.2
4087,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie dominants,118.4,0.0,80.9,0,62.6,0.0,25.7,0.0
4088,Normandie,Autre,Engraisseur avec diversification canne,5.5,0.1,20.2,0,2.0,0.0,2.0,0.0
4089,Pays de la Loire,Bovins lait,1/3 pâture VL au printemps ,97.6,0.0,99.3,88,52.7,39.4,13.3,44.9
4090,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.2,0.0,21.1,3,2.6,0.0,2.6,0.8
4091,Bretagne,Bovins lait,65 % de la SAU en  SFP - Maïs dominant,202.6,0.1,187.2,45,126.6,66.6,41.8,17.2
4092,Normandie,Autre,Engraisseur avec diversification canne,5.6,0.0,23.2,0,3.1,0.0,2.8,0.4
4093,Normandie,Autre,Engraisseur avec diversification canne,7.8,1.5,18.8,0,3.3,0.0,2.0,0.0
4094,Bretagne,Bovins viande,"Vêl. étalés, veaux ss la mère limousins",187.4,0.0,112.1,1,95.2,40.1,30.1,92.3
4095,Normandie,Bovins viande,"Race charolaise, vêlages de fin d'été",104.5,0.9,218.2,0,85.1,39.6,22.8,19.4
4096,Pays de la Loire,Ovins viande,Deux périodes d'agn. Bergerie dominants,24.2,0.2,80.8,0,13.1,11.4,1.6,11.1
4097,Pays de la Loire,Ovins viande,3 mises bas en 2 ans non systématique,89.3,0.0,64.5,0,54.5,37.0,17.5,34.8
4098,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",53.1,0.0,65.2,0,51.5,11.3,20.7,1.7
4099,Bretagne,Autre,Engraisseur avec diversification canne,9.2,1.1,20.8,0,2.8,0.0,2.1,0.0
4100,Bretagne,Ovins viande,3 agn./2 ans non systématique Bergerie,74.7,0.0,58.8,0,8.9,8.9,0.0,65.8
4101,Bretagne,Ovins viande,3 mises bas en 2 ans non systématique,165.0,0.0,31.3,0,59.8,59.8,0.0,10.6
4102,Normandie,Autre,Engraisseur avec diversification canne,9.1,0.0,16.9,0,3.2,0.9,2.3,0.2
4103,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",124.8,0.8,98.1,0,57.3,7.4,49.9,17.0
4104,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.4,0.2,16.3,0,3.7,0.0,2.9,1.1
4105,Normandie,Bovins lait,20% de maïs/SFP,87.5,1.5,66.5,78,62.2,62.2,0.0,25.3
4106,Pays de la Loire,Autre,Engraisseur avec diversification canne,12.1,0.6,20.3,0,2.5,1.1,1.4,0.0
4107,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",99.8,0.0,129.2,0,11.8,0.8,0.2,88.0
4108,Bretagne,Caprins,Pastoral misant sur les parcours,0.0,0.0,16.6,0,0.0,0.0,0.0,0.0
4109,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",64.4,0.0,64.1,0,46.4,7.5,38.9,18.0
4110,Normandie,Autre,Engraisseur avec diversification canne,8.2,1.2,20.0,0,3.7,0.0,3.5,1.9
4111,Bretagne,Autre,Engraisseur avec diversification canne,13.5,0.7,14.6,1,2.3,0.4,2.0,0.0
4112,Bretagne,Bovins lait,5-15% maïs/SFP,243.5,0.1,88.2,40,75.0,51.1,23.9,43.5
4113,Normandie,Ovins viande,Deux périodes d'agn. Bergerie dominants,128.6,0.5,75.9,0,9.6,9.6,0.0,0.0
4114,Bretagne,Caprins,Tendre vers l'autonomie fourragère,25.4,0.0,56.3,0,1.4,0.0,1.4,0.0
4115,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,172.8,0.0,116.2,0,33.0,0.0,2.1,131.4
4116,Bretagne,Ovins viande,Bergerie dominants Achat des agnelles,24.8,2.0,117.2,0,13.0,13.0,0.0,11.8
4117,Normandie,Bovins viande,Broutards mâles et femelles,244.7,2.3,66.6,0,129.7,112.0,17.7,54.4
4118,Normandie,Ovins lait,"Début de traite au 01/12, enrubannage",80.2,0.7,55.8,0,43.2,3.6,39.6,24.9
4119,Bretagne,Bovins viande,"Vêl.aut., broutards lourds, gén. finies",50.2,0.0,111.4,0,35.7,32.3,3.4,14.5
4120,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",133.9,0.0,130.3,0,8.1,0.5,0.2,79.5
4121,Bretagne,Ovins viande,Deux périodes d'agn. Bergerie dominants,17.7,0.0,83.4,0,0.0,0.0,0.0,17.7
4122,Normandie,Grandes cultures,"Race charolaise, 200 places",203.4,0.2,168.0,0,41.5,0.8,0.0,137.3
4123,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,153.8,0.0,134.4,0,1.8,0.0,0.0,152.0
4124,Bretagne,Ovins viande,Agnelage x2 - agneaux semi-finis,112.2,0.0,0.0,1,36.9,28.6,8.3,75.3
4125,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,86.2,0.0,164.8,0,3.7,0.0,0.9,82.4
4126,Bretagne,Bovins viande,"Désaisonnement, LL, ensilage de maïs ",71.2,0.0,83.9,0,61.7,52.2,9.5,9.5
4127,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",182.8,0.2,143.6,0,15.0,0.2,0.5,167.8
4128,Bretagne,Ovins viande,Agnelage x2 - bergerie lourds + tardons,98.3,0.0,22.2,1,66.4,15.4,38.7,0.0
4129,Normandie,Bovins viande,"Vêl. hiver, Broutards, femelles finies",113.2,0.0,52.6,0,28.9,9.1,19.7,78.2
4130,Bretagne,Ovins lait,"Début de traite au 01/12, enrubannage",68.0,0.0,63.8,1,45.1,14.2,31.0,22.9
4131,Bretagne,Ovins viande,Agnelage x1 - agneaux lourds bergerie,0.0,1.1,74.2,0,0.0,0.0,0.0,0.0
4132,Bretagne,Autre,Engraisseur avec diversification canne,11.0,0.0,14.3,0,3.0,0.5,2.6,0.9
4133,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",112.6,0.0,53.4,0,86.2,17.3,20.7,26.4
4134,Pays de la Loire,Caprins,Pastoral assurant par le distribué,33.5,0.0,99.5,0,18.5,18.5,0.0,15.0
4135,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,164.1,0.0,148.5,1,16.2,0.0,0.9,107.0
4136,Bretagne,Bovins lait,Herbager ensilage d'herbe,35.9,0.0,120.9,37,2.4,1.7,0.6,33.6
4137,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",76.0,0.0,97.6,0,51.7,14.2,37.5,24.4
4138,Pays de la Loire,Caprins,"MB désaisonnées, enrubannage",51.6,0.0,57.1,1,42.2,11.7,30.5,9.4
4139,Normandie,Bovins lait,"Zone de plaine, bons potentiels",294.1,0.2,174.2,94,62.5,35.8,0.0,11.5
4140,Pays de la Loire,Bovins lait,"autonomie protéïque, < 5500 l/VL ",188.4,3.1,94.6,45,102.0,0.0,31.8,86.3
4141,Normandie,Ovins viande,3 agn.s en 2 ans Bergerie dominants,76.2,1.0,68.4,0,2.6,0.0,2.6,3.2
4142,Pays de la Loire,Bovins lait,5-15% maïs/SFP,70.2,0.0,166.7,59,46.0,0.0,43.6,24.2
4143,Normandie,Autre,Engraisseur avec diversification canne,9.7,0.0,18.3,0,2.7,0.0,2.7,1.1
4144,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,127.8,0.0,141.9,0,24.4,0.0,0.8,13.6
4145,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",90.9,0.0,84.7,0,64.1,8.8,55.2,12.2
4146,Bretagne,Bovins lait,> 7000 l/VL,89.0,0.1,138.9,126,52.1,28.3,23.8,36.8
4147,Pays de la Loire,Bovins viande,"Race charolaise, vêlages d'hiver",110.1,0.3,108.0,0,86.0,69.1,16.9,24.1
4148,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",62.9,0.0,113.0,0,52.8,9.1,43.7,10.1
4149,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",117.1,0.1,121.9,0,52.1,6.0,46.1,11.1
4150,Pays de la Loire,Ovins lait,"Début de traite au 15/02, ensilage herbe",95.9,0.0,43.6,0,56.7,9.1,47.6,20.1
4151,Bretagne,Caprins,Mises bas saison,13.3,0.0,0.0,0,1.4,0.3,1.2,11.8
4152,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",260.9,1.5,120.0,0,0.6,0.0,0.0,257.5
4153,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,179.4,0.3,145.5,0,16.7,0.0,0.9,162.8
4154,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,198.6,0.0,139.5,0,27.6,0.9,1.1,113.5
4155,Normandie,Ovins viande,Agnelage x2 - agneaux maigres dominants,79.6,0.0,93.1,1,32.2,11.3,13.0,47.4
4156,Bretagne,Caprins,"Désaisonnement, enrubannage",50.9,0.0,0.0,0,31.3,11.3,20.1,0.0
4157,Pays de la Loire,Bovins lait,Herbager ensilage d'herbe,41.7,0.4,45.5,82,30.9,19.4,11.5,10.8
4158,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutards, fem. finies",58.9,0.0,75.0,0,45.0,26.8,18.2,13.9
4159,Normandie,Ovins viande,Agnelage x2 - bergerie lourds + tardons,74.6,0.0,60.9,0,14.7,14.7,0.0,59.9
4160,Pays de la Loire,Bovins lait,> 9000 l/VL,88.9,0.1,129.5,101,50.8,13.4,37.4,38.2
4161,Normandie,Bovins lait,100% herbe,219.3,0.4,152.6,75,111.2,80.6,30.6,108.1
4162,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,176.6,0.5,127.4,0,28.3,0.0,0.7,88.1
4163,Normandie,Bovins viande,"Vêl. automne, Broutards, fem. finies",198.3,0.0,83.6,0,36.3,20.5,15.8,0.0
4164,Pays de la Loire,Caprins,Pastoral misant sur le distribué,36.7,1.2,3.8,0,17.0,0.0,0.8,19.7
4165,Bretagne,Ovins lait,"Début de traite au 20/02, foin",57.0,0.1,59.9,0,41.9,9.2,32.7,15.0
4166,Normandie,Ovins viande,Agnelage x1 - agneaux lourds bergerie,67.2,0.0,17.4,0,30.9,21.3,9.7,36.3
4167,Normandie,Ovins lait,"Début de traite au 15/12, foin ventilé",140.7,0.0,67.7,0,61.2,7.9,53.3,20.2
4168,Pays de la Loire,Bovins viande,"Race blonde d'Aquitaine, vêlages d'hiver",24.5,0.0,161.1,0,24.5,16.4,8.1,0.0
4169,Bretagne,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,25.1,0.0,249.6,0,25.1,12.5,12.6,0.0
4170,Normandie,Autre,Engraisseur avec diversification canne,10.5,0.0,13.1,0,4.0,0.0,1.4,0.0
4171,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie et herbe,145.1,0.5,42.3,0,64.4,3.9,0.0,39.5
4172,Bretagne,Ovins lait,"Début de traite au 20/02, foin",99.1,0.0,77.1,1,11.0,6.5,4.5,30.9
4173,Normandie,Caprins,"MB désaisonnées, enrubannage",11.1,0.5,60.4,0,7.9,0.0,7.9,3.2
4174,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,236.6,0.0,154.3,0,24.0,0.1,0.5,212.6
4175,Bretagne,Ovins viande,2 périodes de mise bas,117.9,0.0,103.2,0,55.6,20.2,0.0,7.6
4176,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",11.7,0.2,101.4,0,4.0,0.7,3.3,7.7
4177,Normandie,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,0.0,1.2,42.5,1,0.0,0.0,0.0,0.0
4178,Normandie,Bovins viande,"Vêl. hiver, Broutards, femelles finies",106.6,0.0,208.7,2,75.5,72.2,3.3,31.1
4179,Bretagne,Bovins viande,"Vêl. automne, Jeunes bovins, fem. finies",106.6,0.0,161.0,0,10.2,7.2,3.0,95.5
4180,Bretagne,Autre,Engraisseur avec diversification canne,11.8,0.0,14.0,0,3.3,0.0,3.3,1.1
4181,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",36.7,1.1,79.7,0,18.7,10.5,8.2,18.0
4182,Pays de la Loire,Ovins viande,Deux périodes d'agn. Bergerie dominants,93.5,1.7,76.9,0,64.1,37.3,26.8,0.0
4183,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",150.5,0.0,32.5,0,84.9,16.0,67.3,23.2
4184,Pays de la Loire,Bovins lait, 6000 à 6500 l/VL,176.9,0.0,187.4,28,156.6,0.0,17.4,20.4
4185,Pays de la Loire,Ovins viande,200 brebis - Romane - 100 Ha,143.2,0.3,5.3,0,68.3,21.7,37.9,39.8
4186,Normandie,Autre,Engraisseur avec diversification canne,13.3,1.5,19.3,0,3.3,0.0,3.0,2.7
4187,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.2,0.0,16.4,1,3.6,0.7,2.8,1.3
4188,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,142.5,0.0,114.5,0,4.9,0.0,0.0,137.6
4189,Normandie,Ovins viande,Deux périodes d'agn. Bergerie dominant,25.9,0.0,85.8,0,0.0,0.0,0.0,6.3
4190,Normandie,Bovins lait,"35% maïs/SFP, 97 VL",236.6,0.0,170.2,47,89.6,54.6,35.0,0.0
4191,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.3,0.0,20.3,0,3.0,0.7,2.3,0.1
4192,Pays de la Loire,Caprins,"2 périodes de mises bas, foin de luzerne",134.2,0.0,39.3,0,49.0,11.3,13.8,66.6
4193,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",122.4,0.0,111.6,1,83.7,15.2,38.5,23.6
4194,Bretagne,Ovins viande,Agnelage x2 - agnx maigres ou semi-finis,0.0,0.0,61.4,0,0.0,0.0,0.0,0.0
4195,Normandie,Ovins viande,600 brebis IDF - 3 périodes d'agnelage,31.5,0.0,59.9,0,20.5,3.7,16.9,11.0
4196,Bretagne,Grandes cultures,"Race charolaise, 200 places",286.5,1.5,123.3,0,32.1,1.3,0.0,162.4
4197,Bretagne,Bovins viande,"MB saison, pâturage, enrubannage et foin",88.5,0.0,202.2,0,73.2,55.9,17.3,15.3
4198,Pays de la Loire,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,118.9,0.0,69.6,1,32.0,29.4,2.6,34.3
4199,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",117.8,0.0,103.4,0,94.2,17.9,71.2,0.0
4200,Bretagne,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,79.6,0.0,101.6,0,62.2,35.5,26.7,7.9
4201,Normandie,Autre,Engraisseur avec diversification canne,7.7,0.7,23.0,0,3.0,0.8,2.2,0.5
4202,Bretagne,Autre,Engraisseur avec diversification canne,9.1,0.3,17.0,0,1.3,0.0,1.3,0.0
4203,Bretagne,Bovins viande,"Début de traite au 15/01, enrubannage",275.2,0.0,184.1,0,86.0,0.0,31.9,92.6
4204,Bretagne,Bovins lait,Système à double vitesse,247.9,0.0,220.3,113,160.6,87.3,56.1,0.0
4205,Pays de la Loire,Caprins,Une gamme lactique en circuits courts,35.3,0.0,0.8,1,35.3,0.0,18.4,0.0
4206,Normandie,Caprins,"2 périodes de mises bas, foin de luzerne",0.0,0.0,100.0,0,0.0,0.0,0.0,0.0
4207,Normandie,Caprins,Mises bas saison,34.0,0.7,55.4,0,17.4,0.7,16.7,16.7
4208,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,210.7,0.0,132.2,0,0.0,0.0,0.0,117.8
4209,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.8,0.0,20.5,1,2.6,0.0,2.6,0.0
4210,Normandie,Bovins viande,"Vêl automne, Broutards et fem. finies",175.8,0.0,179.9,0,118.9,0.0,0.0,27.9
4211,Pays de la Loire,Bovins viande,"Race charolaise, vêlages d'hiver",169.5,0.3,127.7,0,70.6,56.3,14.3,31.9
4212,Pays de la Loire,Caprins,19% du lait transformé en fromages ,8.2,0.2,65.2,0,7.0,1.1,5.8,0.0
4213,Bretagne,Grandes cultures,"Race charolaise, 200 places",226.5,1.0,169.9,1,14.4,1.2,0.0,97.6
4214,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",192.7,0.0,131.0,1,3.6,0.0,2.1,99.3
4215,Normandie,Ovins viande,Agnelage principal en hiver,134.6,0.0,116.1,0,0.1,0.0,0.1,39.2
4216,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.3,0.0,13.6,0,3.5,0.6,2.9,0.0
4217,Pays de la Loire,Autre,Engraisseur avec diversification canne,13.1,0.0,14.2,0,3.1,0.0,3.1,0.6
4218,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie et herbe,98.5,0.0,59.3,0,61.9,0.0,0.0,0.0
4219,Pays de la Loire,Ovins viande,Agnelage x1 - agneaux lourds bergerie,124.8,0.3,68.9,1,40.6,0.5,16.4,30.0
4220,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",134.5,2.0,72.2,0,87.3,8.5,78.9,24.3
4221,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",130.2,0.0,70.5,0,91.9,6.3,83.0,19.0
4222,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.1,0.0,20.5,0,2.3,0.0,2.1,0.0
4223,Pays de la Loire,Ovins lait,"Début de traite au 15/02, ensilage herbe",105.0,0.0,95.4,0,38.9,18.2,0.0,19.9
4224,Pays de la Loire,Ovins viande,Ile de france - 1 agnelage en automne,110.7,0.0,70.7,0,27.4,11.5,15.9,50.8
4225,Bretagne,Caprins,"MB saison, pâturage et affouragement",31.3,0.0,37.5,0,6.6,2.2,4.5,24.6
4226,Pays de la Loire,Bovins lait,0% pâture VL,94.2,0.0,151.8,19,0.0,0.0,0.0,91.4
4227,Bretagne,Caprins,Rentabiliser les charges alimentaires,98.3,0.0,15.1,2,25.5,6.5,8.2,56.3
4228,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.1,0.0,23.6,0,2.2,0.0,2.2,0.0
4229,Normandie,Bovins lait,"14% maïs/SFP, Bœufs normands",110.6,0.0,152.5,145,65.5,28.3,37.2,26.1
4230,Bretagne,Autre,Engraisseur avec diversification canne,11.0,0.3,18.5,0,2.7,0.4,2.4,0.0
4231,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",81.3,0.0,77.9,0,65.9,11.0,55.0,15.3
4232,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux maigres dominants,30.5,0.0,82.3,0,20.8,18.4,2.5,9.7
4233,Pays de la Loire,Autre,Engraisseur avec diversification canne,13.8,0.3,21.2,0,2.8,0.2,1.9,0.0
4234,Normandie,Caprins,Pastoral assurant par le distribué,67.9,0.3,47.2,0,28.9,0.0,4.6,33.1
4235,Bretagne,Bovins lait,"35% maïs/SFP, 97 VL",27.8,0.0,92.8,55,20.6,7.3,13.2,7.2
4236,Pays de la Loire,Caprins,"2 périodes de mises bas, foin de luzerne",46.6,1.5,56.1,0,18.9,0.0,18.8,27.8
4237,Bretagne,Ovins viande,Agnelage x2 - agneaux maigres dominants,100.1,0.0,85.1,0,0.0,0.0,0.0,100.1
4238,Pays de la Loire,Ovins viande,200 brebis race bouchère - Batiment,0.0,1.3,54.3,0,0.0,0.0,0.0,0.0
4239,Bretagne,Autre,Engraisseur avec diversification canne,6.1,0.0,13.7,0,3.0,1.2,1.8,0.1
4240,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",94.0,0.0,77.5,0,78.2,5.6,72.6,15.8
4241,Bretagne,Grandes cultures,"Race charolaise, 200 places",108.9,0.0,111.4,0,2.7,0.9,0.5,106.3
4242,Bretagne,Autre,Engraisseur avec diversification canne,11.8,0.0,23.2,0,3.6,0.0,2.8,0.0
4243,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",110.6,0.2,100.0,0,6.9,1.5,5.4,33.8
4244,Normandie,Ovins viande,Un agn. en automne Bergerie et herbe,66.3,0.0,63.2,0,66.3,23.8,13.9,0.0
4245,Pays de la Loire,Autre,Engraisseur avec diversification canne,13.7,0.8,20.3,0,3.2,0.0,2.6,1.6
4246,Normandie,Caprins,Mises bas saison,0.6,1.5,22.1,0,0.3,0.1,0.1,0.3
4247,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,180.8,0.0,144.7,1,3.0,0.0,0.0,177.8
4248,Bretagne,Bovins lait,30 % de la SAU en SFP - maïs dominant,71.4,0.0,133.2,61,63.8,52.6,11.2,7.6
4249,Pays de la Loire,Bovins viande,"Désaisonnement, LL, ensilage de maïs ",86.8,0.0,172.8,1,75.3,46.3,28.9,11.5
4250,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.0,1.2,18.7,0,3.2,0.0,3.2,0.7
4251,Bretagne,Ovins viande,2 périodes de mise bas,67.4,0.0,100.6,0,31.1,31.1,0.0,36.2
4252,Normandie,Bovins lait,6000 à 7000 l/VL,148.0,0.1,184.3,72,51.5,34.6,16.9,44.6
4253,Normandie,Bovins lait,65 % de la SAU en  SFP - Maïs dominant,157.8,0.0,0.0,140,53.7,20.9,32.9,50.2
4254,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",118.5,0.0,132.9,0,4.8,0.0,0.0,113.7
4255,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",141.6,0.0,128.3,0,122.7,11.1,92.6,18.9
4256,Normandie,Caprins,19% du lait transformé en fromages ,60.1,0.4,46.4,0,20.8,0.0,14.8,5.2
4257,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",28.1,0.0,61.6,0,24.4,5.6,18.8,3.8
4258,Normandie,Caprins,65% du lait transformé en fromages ,68.6,0.0,6.1,0,20.2,5.4,4.7,48.4
4259,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",125.6,0.5,73.7,0,55.0,21.0,34.1,23.7
4260,Pays de la Loire,Bovins lait,100% herbe,225.7,0.0,48.5,46,86.4,42.1,44.3,10.0
4261,Normandie,Ovins viande,Agnelage principal en hiver,63.0,0.0,127.5,0,2.8,0.0,2.8,60.2
4262,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie et herbe,178.7,0.0,90.7,0,74.2,35.6,30.4,39.7
4263,Pays de la Loire,Caprins,"Désaisonnement, 30% LL, foin de luzerne",120.1,0.0,50.4,0,43.8,13.8,15.1,44.1
4264,Pays de la Loire,Bovins viande,"Vêl. automne, Jeunes bovins, fem. finies",115.2,0.3,137.1,1,102.3,0.0,41.4,12.9
4265,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux lourds bergerie,51.0,0.0,40.5,0,31.2,0.0,13.3,0.0
4266,Bretagne,Bovins lait," 25% maïs/SFP, vaches allaitantes et JB",21.8,1.9,112.8,93,21.8,5.6,16.2,0.0
4267,Bretagne,Ovins lait,"Début de traite au 20/02, foin",29.9,0.1,67.3,0,26.1,4.7,21.4,3.8
4268,Pays de la Loire,Bovins lait,"7750 litres/VL, 20-30% de maïs/SFP",198.0,0.0,72.0,56,124.3,40.5,5.6,71.7
4269,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,190.7,0.0,111.0,0,27.0,0.0,0.0,163.3
4270,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",68.0,0.0,75.5,1,64.1,6.8,57.3,3.9
4271,Normandie,Autre,Engraisseur avec diversification canne,8.6,0.0,19.6,0,2.2,0.5,1.6,0.0
4272,Normandie,Caprins,"Désaisonnement, enrubannage",23.0,0.7,32.4,0,9.5,1.3,8.2,13.5
4273,Pays de la Loire,Bovins viande,Un agn. Race proli. Bergerie dominants,26.9,2.5,130.7,0,19.1,13.7,5.4,7.8
4274,Normandie,Bovins lait,30% maïs/SFP,58.2,0.0,141.5,102,41.8,31.5,10.3,16.4
4275,Normandie,Autre,Engraisseur avec diversification canne,11.8,0.0,17.8,0,3.1,0.2,2.9,0.0
4276,Normandie,Caprins,Pastoral misant sur les parcours,0.0,0.0,44.9,0,0.0,0.0,0.0,0.0
4277,Normandie,Bovins viande,"Vêl. hiver-print, Broutards, fem. finies",88.2,1.3,144.5,0,45.9,7.3,26.5,42.3
4278,Pays de la Loire,Ovins viande,Deux périodes d'agn. Agneaux Bergerie,100.8,0.0,65.3,0,30.1,19.0,11.1,1.4
4279,Pays de la Loire,Bovins lait,30% maïs/SFP,29.5,1.0,149.8,103,23.2,8.8,14.4,6.3
4280,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",79.1,0.6,111.9,0,61.9,9.7,41.2,17.2
4281,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,243.5,0.0,142.5,0,21.9,0.8,0.0,67.4
4282,Bretagne,Bovins viande,"Vêl. automne-hiver, jeunes bovins finis",81.6,1.6,81.7,0,64.9,47.9,17.0,16.7
4283,Bretagne,Bovins lait,"bœufs laitiers, 100% pâture VL 2 mois",46.6,0.8,177.3,80,29.5,15.6,13.9,17.1
4284,Normandie,Bovins viande,"Vêl. fin d'hiver, taurillons maigres",94.1,0.0,57.9,0,64.6,27.0,37.6,12.2
4285,Normandie,Caprins,"MB saison, pâturage et foin",119.1,0.7,32.5,0,46.8,0.4,19.6,47.0
4286,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.2,0.0,23.2,0,4.3,0.1,2.1,0.0
4287,Pays de la Loire,Bovins viande,Deux périodes d'agn. Bergerie et herbe,174.7,0.4,106.0,0,151.5,75.5,54.8,23.2
4288,Normandie,Bovins lait,"Roto, 45% Maïs/SFP, 140 VL",258.1,0.8,105.6,44,100.2,29.9,0.0,29.6
4289,Normandie,Grandes cultures,"Race charolaise, 200 places",229.9,0.0,130.2,0,9.4,0.0,0.3,220.5
4290,Bretagne,Autre,Engraisseur avec diversification canne,8.5,0.0,18.2,1,2.6,0.0,2.2,0.0
4291,Pays de la Loire,Ovins viande,Agnelage x2 - agnx maigres ou semi-finis,115.2,0.0,56.6,0,18.4,12.4,6.0,0.0
4292,Bretagne,Bovins lait,2/3 pâture VL au printemps,23.2,0.0,149.4,79,17.7,5.5,12.2,5.5
